"SalesOrderID","OrderDate","ShipDate","OnlineOrderFlag","AccountNumber","CustomerID","SalesPersonID","Freight"
"43733","2021-06-08","2021-06-15","True","10-4030-027577","27577","","89.4568"
"43734","2021-06-09","2021-06-16","True","10-4030-027604","27604","","89.4568"
"43735","2021-06-09","2021-06-16","True","10-4030-016522","16522","","89.4568"
"43736","2021-06-09","2021-06-16","True","10-4030-011002","11002","","84.9998"
"43737","2021-06-10","2021-06-17","True","10-4030-013261","13261","","89.4568"
"43738","2021-06-10","2021-06-17","True","10-4030-011606","11606","","89.4568"
"43739","2021-06-10","2021-06-17","True","10-4030-013563","13563","","89.4568"
"43740","2021-06-10","2021-06-17","True","10-4030-016527","16527","","89.4568"
"43741","2021-06-11","2021-06-18","True","10-4030-027671","27671","","89.4568"
"43742","2021-06-11","2021-06-18","True","10-4030-013576","13576","","89.4568"
"43743","2021-06-11","2021-06-18","True","10-4030-011007","11007","","84.9998"
"43744","2021-06-11","2021-06-18","True","10-4030-016631","16631","","89.4568"
"43745","2021-06-12","2021-06-19","True","10-4030-016514","16514","","89.4568"
"43746","2021-06-12","2021-06-19","True","10-4030-016616","16616","","89.4568"
"43747","2021-06-13","2021-06-20","True","10-4030-027623","27623","","89.4568"
"43748","2021-06-13","2021-06-20","True","10-4030-027625","27625","","89.4568"
"43749","2021-06-13","2021-06-20","True","10-4030-027636","27636","","89.4568"
"43750","2021-06-13","2021-06-20","True","10-4030-011591","11591","","89.4568"
"43751","2021-06-13","2021-06-20","True","10-4030-011592","11592","","89.4568"
"43752","2021-06-13","2021-06-20","True","10-4030-013265","13265","","89.4568"
"43753","2021-06-13","2021-06-20","True","10-4030-016482","16482","","89.4568"
"43754","2021-06-14","2021-06-21","True","10-4030-027617","27617","","89.4568"
"43755","2021-06-14","2021-06-21","True","10-4030-027670","27670","","89.4568"
"43756","2021-06-14","2021-06-21","True","10-4030-019941","19941","","17.4775"
"43757","2021-06-14","2021-06-21","True","10-4030-011017","11017","","84.3748"
"43758","2021-06-15","2021-06-22","True","10-4030-027646","27646","","89.4568"
"43759","2021-06-15","2021-06-22","True","10-4030-013257","13257","","89.4568"
"43760","2021-06-15","2021-06-22","True","10-4030-016352","16352","","89.4568"
"43761","2021-06-15","2021-06-22","True","10-4030-016493","16493","","89.4568"
"43762","2021-06-16","2021-06-23","True","10-4030-027578","27578","","89.4568"
"43763","2021-06-16","2021-06-23","True","10-4030-016525","16525","","89.4568"
"43764","2021-06-16","2021-06-23","True","10-4030-016612","16612","","89.4568"
"43765","2021-06-16","2021-06-23","True","10-4030-011010","11010","","84.9998"
"43766","2021-06-17","2021-06-24","True","10-4030-016518","16518","","89.4568"
"43767","2021-06-17","2021-06-24","True","10-4030-011001","11001","","84.3748"
"43768","2021-06-18","2021-06-25","True","10-4030-027649","27649","","89.4568"
"43769","2021-06-18","2021-06-25","True","10-4030-021659","21659","","89.4568"
"43770","2021-06-18","2021-06-25","True","10-4030-027614","27614","","89.4568"
"43771","2021-06-18","2021-06-25","True","10-4030-014559","14559","","17.4775"
"43772","2021-06-18","2021-06-25","True","10-4030-016524","16524","","89.4568"
"43773","2021-06-18","2021-06-25","True","10-4030-016526","16526","","89.4568"
"43774","2021-06-18","2021-06-25","True","10-4030-016348","16348","","89.4568"
"43775","2021-06-18","2021-06-25","True","10-4030-011027","11027","","84.9998"
"43776","2021-06-19","2021-06-26","True","10-4030-013260","13260","","89.4568"
"43777","2021-06-19","2021-06-26","True","10-4030-016515","16515","","89.4568"
"43778","2021-06-19","2021-06-26","True","10-4030-011018","11018","","84.9998"
"43779","2021-06-19","2021-06-26","True","10-4030-025252","25252","","17.4775"
"43780","2021-06-20","2021-06-27","True","10-4030-011599","11599","","89.4568"
"43781","2021-06-20","2021-06-27","True","10-4030-016495","16495","","89.4568"
"43782","2021-06-20","2021-06-27","True","10-4030-016516","16516","","89.4568"
"43783","2021-06-20","2021-06-27","True","10-4030-016620","16620","","89.4568"
"43784","2021-06-21","2021-06-28","True","10-4030-027667","27667","","89.4568"
"43785","2021-06-21","2021-06-28","True","10-4030-011601","11601","","89.4568"
"43786","2021-06-21","2021-06-28","True","10-4030-011607","11607","","89.4568"
"43787","2021-06-21","2021-06-28","True","10-4030-029385","29385","","84.9998"
"43788","2021-06-21","2021-06-28","True","10-4030-011239","11239","","84.3748"
"43789","2021-06-21","2021-06-28","True","10-4030-025865","25865","","84.3748"
"43790","2021-06-21","2021-06-28","True","10-4030-025857","25857","","84.9998"
"43791","2021-06-21","2021-06-28","True","10-4030-016484","16484","","89.4568"
"43792","2021-06-21","2021-06-28","True","10-4030-016623","16623","","89.4568"
"43793","2021-06-21","2021-06-28","True","10-4030-011000","11000","","84.9998"
"43794","2021-06-21","2021-06-28","True","10-4030-011029","11029","","84.9998"
"43795","2021-06-22","2021-06-29","True","10-4030-027615","27615","","89.4568"
"43796","2021-06-22","2021-06-29","True","10-4030-017956","17956","","17.4775"
"43797","2021-06-22","2021-06-29","True","10-4030-016345","16345","","89.4568"
"43798","2021-06-22","2021-06-29","True","10-4030-016521","16521","","89.4568"
"43799","2021-06-22","2021-06-29","True","10-4030-016636","16636","","89.4568"
"43800","2021-06-23","2021-06-30","True","10-4030-021710","21710","","89.4568"
"43801","2021-06-23","2021-06-30","True","10-4030-013583","13583","","89.4568"
"43802","2021-06-23","2021-06-30","True","10-4030-011593","11593","","89.4568"
"43803","2021-06-24","2021-07-01","True","10-4030-021741","21741","","89.4568"
"43804","2021-06-24","2021-07-01","True","10-4030-013585","13585","","89.4568"
"43805","2021-06-24","2021-07-01","True","10-4030-014510","14510","","17.4775"
"43806","2021-06-24","2021-07-01","True","10-4030-016523","16523","","89.4568"
"43807","2021-06-25","2021-07-02","True","10-4030-011611","11611","","89.4568"
"43808","2021-06-25","2021-07-02","True","10-4030-013259","13259","","89.4568"
"43809","2021-06-25","2021-07-02","True","10-4030-016350","16350","","89.4568"
"43810","2021-06-25","2021-07-02","True","10-4030-011004","11004","","84.9998"
"43811","2021-06-25","2021-07-02","True","10-4030-011026","11026","","84.9998"
"43812","2021-06-26","2021-07-03","True","10-4030-027662","27662","","89.4568"
"43813","2021-06-26","2021-07-03","True","10-4030-028390","28390","","84.3748"
"43814","2021-06-26","2021-07-03","True","10-4030-025866","25866","","84.3748"
"43815","2021-06-26","2021-07-03","True","10-4030-016494","16494","","89.4568"
"43816","2021-06-26","2021-07-03","True","10-4030-016496","16496","","89.4568"
"43817","2021-06-26","2021-07-03","True","10-4030-016519","16519","","89.4568"
"43818","2021-06-26","2021-07-03","True","10-4030-016528","16528","","89.4568"
"43819","2021-06-26","2021-07-03","True","10-4030-011006","11006","","84.9998"
"43820","2021-06-27","2021-07-04","True","10-4030-027651","27651","","89.4568"
"43821","2021-06-27","2021-07-04","True","10-4030-027663","27663","","89.4568"
"43822","2021-06-27","2021-07-04","True","10-4030-027669","27669","","89.4568"
"43823","2021-06-27","2021-07-04","True","10-4030-019942","19942","","17.4775"
"43824","2021-06-27","2021-07-04","True","10-4030-014558","14558","","17.4775"
"43825","2021-06-27","2021-07-04","True","10-4030-016349","16349","","89.4568"
"43826","2021-06-27","2021-07-04","True","10-4030-011008","11008","","84.3748"
"43827","2021-06-27","2021-07-04","True","10-4030-025250","25250","","17.4775"
"43833","2021-06-29","2021-07-06","True","10-4030-021727","21727","","89.4568"
"43834","2021-06-29","2021-07-06","True","10-4030-028393","28393","","84.3748"
"43835","2021-06-29","2021-07-06","True","10-4030-019802","19802","","84.3748"
"43836","2021-06-29","2021-07-06","True","10-4030-026620","26620","","17.4775"
"43837","2021-06-29","2021-07-06","True","10-4030-011009","11009","","84.3748"
"43838","2021-06-30","2021-07-07","True","10-4030-027641","27641","","89.4568"
"43839","2021-06-30","2021-07-07","True","10-4030-027673","27673","","89.4568"
"43840","2021-06-30","2021-07-07","True","10-4030-017957","17957","","17.4775"
"43841","2021-06-30","2021-07-07","True","10-4030-013406","13406","","89.4568"
"43842","2021-06-30","2021-07-07","True","10-4030-016630","16630","","89.4568"
"43843","2021-07-01","2021-07-08","False","10-4020-000018","29955","275","991.9371"
"43844","2021-07-01","2021-07-08","False","10-4020-000353","29620","282","607.4982"
"43845","2021-07-01","2021-07-08","False","10-4020-000206","29888","279","257.3959"
"43846","2021-07-01","2021-07-08","False","10-4020-000318","29548","278","28.3324"
"43847","2021-07-01","2021-07-08","False","10-4020-000210","29539","278","27.1654"
"43848","2021-07-01","2021-07-08","False","10-4020-000164","29717","283","548.0984"
"43849","2021-07-01","2021-07-08","False","10-4020-000697","29818","274","615.6177"
"43850","2021-07-01","2021-07-08","False","10-4020-000191","29892","282","307.168"
"43851","2021-07-01","2021-07-08","False","10-4020-000558","29509","275","203.593"
"43852","2021-07-01","2021-07-08","False","10-4020-000568","29855","282","60.7498"
"43853","2021-07-01","2021-07-08","False","10-4020-000011","29813","282","790.6477"
"43854","2021-07-01","2021-07-08","False","10-4020-000208","29988","282","52.4876"
"43855","2021-07-01","2021-07-08","False","10-4020-000102","29946","278","330.8508"
"43856","2021-07-01","2021-07-08","False","10-4020-000389","29680","282","61.0586"
"43857","2021-07-01","2021-07-08","False","10-4020-000533","30074","282","215.3287"
"43858","2021-07-01","2021-07-08","False","10-4020-000036","29961","275","411.5835"
"43859","2021-07-01","2021-07-08","False","10-4020-000259","29865","276","117.2639"
"43860","2021-07-01","2021-07-08","False","10-4020-000001","29773","280","330.4013"
"43861","2021-07-01","2021-07-08","False","10-4020-000584","29749","279","701.3777"
"43862","2021-07-01","2021-07-08","False","10-4020-000099","29945","279","933.7095"
"43863","2021-07-01","2021-07-08","False","10-4020-000471","29764","277","51.5518"
"43864","2021-07-01","2021-07-08","False","10-4020-000384","30056","276","1157.4678"
"43865","2021-07-01","2021-07-08","False","10-4020-000328","30117","277","396.3309"
"43866","2021-07-01","2021-07-08","False","10-4020-000289","29571","280","122.2584"
"43867","2021-07-01","2021-07-08","False","10-4020-000145","29582","280","984.1535"
"43868","2021-07-01","2021-07-08","False","10-4020-000478","30042","282","64.4089"
"43869","2021-07-01","2021-07-08","False","10-4020-000650","30107","276","1479.5647"
"43870","2021-07-01","2021-07-08","False","10-4020-000107","29675","275","129.2572"
"43871","2021-07-01","2021-07-08","False","10-4020-000527","30076","281","281.2341"
"43872","2021-07-01","2021-07-08","False","10-4020-000240","30100","276","347.1831"
"43873","2021-07-01","2021-07-08","False","10-4020-000078","29703","276","1241.789"
"43874","2021-07-01","2021-07-08","False","10-4020-000022","29569","277","12.5838"
"43875","2021-07-01","2021-07-08","False","10-4020-000278","29624","279","3709.8448"
"43876","2021-07-01","2021-07-08","False","10-4020-000270","30091","275","214.6711"
"43877","2021-07-01","2021-07-08","False","10-4020-000073","29925","280","617.8489"
"43878","2021-07-01","2021-07-08","False","10-4020-000144","29664","275","122.3996"
"43879","2021-07-01","2021-07-08","False","10-4020-000569","29510","282","652.4643"
"43880","2021-07-01","2021-07-08","False","10-4020-000336","29789","278","465.1393"
"43881","2021-07-01","2021-07-08","False","10-4020-000346","30111","277","1164.2885"
"43882","2021-07-01","2021-07-08","False","10-4020-000335","29558","282","60.7498"
"43883","2021-07-01","2021-07-08","False","10-4020-000684","29724","275","550.943"
"43884","2021-07-01","2021-07-08","False","10-4020-000623","29861","277","3504.798"
"43885","2021-07-01","2021-07-08","False","10-4020-000492","29757","276","1.8525"
"43886","2021-07-01","2021-07-08","False","10-4020-000317","29698","282","520.3107"
"43887","2021-07-01","2021-07-08","False","10-4020-000548","29493","279","12.5838"
"43888","2021-07-01","2021-07-08","False","10-4020-000136","29794","282","433.8953"
"43889","2021-07-01","2021-07-08","False","10-4020-000661","29830","278","62.312"
"43890","2021-07-01","2021-07-08","False","10-4020-000354","29515","278","2260.7209"
"43891","2021-07-01","2021-07-08","False","10-4020-000029","29807","282","976.9734"
"43892","2021-07-01","2021-07-08","False","10-4020-000167","29716","281","495.9901"
"43893","2021-07-01","2021-07-08","False","10-4020-000370","29905","282","12.5838"
"43894","2021-07-01","2021-07-08","False","10-4020-000559","30004","280","974.5952"
"43895","2021-07-01","2021-07-08","False","10-4020-000469","29742","280","975.4652"
"43896","2021-07-01","2021-07-08","False","10-4020-000256","29866","277","130.0383"
"43897","2021-07-01","2021-07-08","False","10-4020-000312","29522","276","1535.291"
"43898","2021-07-01","2021-07-08","False","10-4020-000084","29705","278","1533.9315"
"43899","2021-07-01","2021-07-08","False","10-4020-000364","29906","277","358.7047"
"43900","2021-07-01","2021-07-08","False","10-4020-000422","29880","279","1038.6494"
"43901","2021-07-01","2021-07-08","False","10-4020-000385","29901","276","680.3344"
"43902","2021-07-01","2021-07-08","False","10-4020-000566","29507","279","1591.1833"
"43903","2021-07-01","2021-07-08","False","10-4020-000063","29968","279","0.5047"
"43904","2021-07-01","2021-07-08","False","10-4020-000255","30095","277","341.7442"
"43905","2021-07-01","2021-07-08","False","10-4020-000612","29846","279","297.1699"
"43906","2021-07-01","2021-07-08","False","10-4020-000309","29523","277","988.1677"
"43907","2021-07-01","2021-07-08","False","10-4020-000342","29791","275","439.93"
"43908","2021-07-01","2021-07-08","False","10-4020-000432","29731","275","76.9754"
"43909","2021-07-01","2021-07-08","False","10-4020-000326","29787","283","769.1014"
"43910","2021-07-01","2021-07-08","False","10-4020-000045","29963","279","583.5615"
"43911","2021-07-01","2021-07-08","False","10-4020-000433","29617","280","592.7045"
"43912","2021-07-01","2021-07-08","False","10-4020-000403","29853","276","393.423"
"43913","2021-07-01","2021-07-08","False","10-4020-000040","29774","277","1100.718"
"43914","2021-07-01","2021-07-08","False","10-4020-000401","29521","281","244.5168"
"43915","2021-07-01","2021-07-08","False","10-4020-000287","29688","275","121.4996"
"43916","2021-07-01","2021-07-08","False","10-4020-000348","29511","276","1184.0018"
"43917","2021-07-01","2021-07-08","False","10-4020-000218","29885","283","640.8808"
"43918","2021-07-01","2021-07-08","True","10-4030-022041","22041","","89.4568"
"43919","2021-07-01","2021-07-08","True","10-4030-012124","12124","","89.4568"
"43920","2021-07-01","2021-07-08","True","10-4030-028066","28066","","89.4568"
"43921","2021-07-01","2021-07-08","True","10-4030-016743","16743","","89.4568"
"43922","2021-07-01","2021-07-08","True","10-4030-013546","13546","","89.4568"
"43923","2021-07-02","2021-07-09","True","10-4030-028018","28018","","89.4568"
"43924","2021-07-02","2021-07-09","True","10-4030-012132","12132","","89.4568"
"43925","2021-07-02","2021-07-09","True","10-4030-016661","16661","","89.4568"
"43926","2021-07-03","2021-07-10","True","10-4030-011055","11055","","84.3748"
"43927","2021-07-03","2021-07-10","True","10-4030-016662","16662","","89.4568"
"43928","2021-07-03","2021-07-10","True","10-4030-016740","16740","","89.4568"
"43929","2021-07-03","2021-07-10","True","10-4030-025270","25270","","17.4775"
"43930","2021-07-04","2021-07-11","True","10-4030-028038","28038","","89.4568"
"43931","2021-07-04","2021-07-11","True","10-4030-013548","13548","","89.4568"
"43932","2021-07-04","2021-07-11","True","10-4030-016741","16741","","89.4568"
"43933","2021-07-04","2021-07-11","True","10-4030-011031","11031","","84.9998"
"43934","2021-07-04","2021-07-11","True","10-4030-011034","11034","","84.9998"
"43935","2021-07-05","2021-07-12","True","10-4030-020048","20048","","17.4775"
"43936","2021-07-05","2021-07-12","True","10-4030-028065","28065","","89.4568"
"43937","2021-07-05","2021-07-12","True","10-4030-017047","17047","","89.4568"
"43938","2021-07-05","2021-07-12","True","10-4030-016686","16686","","89.4568"
"43939","2021-07-05","2021-07-12","True","10-4030-016659","16659","","89.4568"
"43940","2021-07-05","2021-07-12","True","10-4030-025294","25294","","17.4775"
"43941","2021-07-06","2021-07-13","True","10-4030-013600","13600","","89.4568"
"43942","2021-07-06","2021-07-13","True","10-4030-017051","17051","","89.4568"
"43943","2021-07-06","2021-07-13","True","10-4030-014565","14565","","17.4775"
"43944","2021-07-06","2021-07-13","True","10-4030-011054","11054","","84.9998"
"43945","2021-07-06","2021-07-13","True","10-4030-016675","16675","","89.4568"
"43946","2021-07-06","2021-07-13","True","10-4030-016687","16687","","89.4568"
"43947","2021-07-06","2021-07-13","True","10-4030-016712","16712","","89.4568"
"43948","2021-07-06","2021-07-13","True","10-4030-011047","11047","","84.9998"
"43949","2021-07-07","2021-07-14","True","10-4030-027726","27726","","89.4568"
"43950","2021-07-07","2021-07-14","True","10-4030-028014","28014","","89.4568"
"43951","2021-07-07","2021-07-14","True","10-4030-016696","16696","","89.4568"
"43952","2021-07-07","2021-07-14","True","10-4030-016639","16639","","89.4568"
"43953","2021-07-08","2021-07-15","True","10-4030-020049","20049","","17.4775"
"43954","2021-07-08","2021-07-15","True","10-4030-013602","13602","","89.4568"
"43955","2021-07-08","2021-07-15","True","10-4030-013661","13661","","89.4568"
"43956","2021-07-08","2021-07-15","True","10-4030-011030","11030","","84.9998"
"43957","2021-07-09","2021-07-16","True","10-4030-028068","28068","","89.4568"
"43958","2021-07-09","2021-07-16","True","10-4030-016658","16658","","89.4568"
"43959","2021-07-09","2021-07-16","True","10-4030-011035","11035","","84.3748"
"43960","2021-07-09","2021-07-16","True","10-4030-011046","11046","","84.3748"
"43961","2021-07-10","2021-07-17","True","10-4030-028031","28031","","89.4568"
"43962","2021-07-10","2021-07-17","True","10-4030-028076","28076","","89.4568"
"43963","2021-07-10","2021-07-17","True","10-4030-016685","16685","","89.4568"
"43964","2021-07-10","2021-07-17","True","10-4030-016745","16745","","89.4568"
"43965","2021-07-10","2021-07-17","True","10-4030-011038","11038","","84.3748"
"43966","2021-07-10","2021-07-17","True","10-4030-011039","11039","","84.9998"
"43967","2021-07-11","2021-07-18","True","10-4030-028040","28040","","89.4568"
"43968","2021-07-11","2021-07-18","True","10-4030-028067","28067","","89.4568"
"43969","2021-07-11","2021-07-18","True","10-4030-028071","28071","","89.4568"
"43970","2021-07-11","2021-07-18","True","10-4030-016684","16684","","89.4568"
"43971","2021-07-11","2021-07-18","True","10-4030-016657","16657","","89.4568"
"43972","2021-07-12","2021-07-19","True","10-4030-021939","21939","","89.4568"
"43973","2021-07-12","2021-07-19","True","10-4030-028039","28039","","89.4568"
"43974","2021-07-12","2021-07-19","True","10-4030-013687","13687","","89.4568"
"43975","2021-07-12","2021-07-19","True","10-4030-013540","13540","","89.4568"
"43976","2021-07-12","2021-07-19","True","10-4030-028063","28063","","89.4568"
"43977","2021-07-12","2021-07-19","True","10-4030-016703","16703","","89.4568"
"43978","2021-07-13","2021-07-20","True","10-4030-028030","28030","","89.4568"
"43979","2021-07-13","2021-07-20","True","10-4030-014576","14576","","17.4775"
"43980","2021-07-13","2021-07-20","True","10-4030-011048","11048","","84.3748"
"43981","2021-07-13","2021-07-20","True","10-4030-016664","16664","","89.4568"
"43982","2021-07-13","2021-07-20","True","10-4030-025271","25271","","17.4775"
"43983","2021-07-14","2021-07-21","True","10-4030-028017","28017","","89.4568"
"43984","2021-07-14","2021-07-21","True","10-4030-013545","13545","","89.4568"
"43985","2021-07-14","2021-07-21","True","10-4030-013515","13515","","89.4568"
"43986","2021-07-14","2021-07-21","True","10-4030-028070","28070","","89.4568"
"43987","2021-07-15","2021-07-22","True","10-4030-028042","28042","","89.4568"
"43988","2021-07-15","2021-07-22","True","10-4030-011244","11244","","84.9998"
"43989","2021-07-15","2021-07-22","True","10-4030-028083","28083","","89.4568"
"43990","2021-07-15","2021-07-22","True","10-4030-025872","25872","","84.9998"
"43991","2021-07-15","2021-07-22","True","10-4030-016660","16660","","89.4568"
"43992","2021-07-15","2021-07-22","True","10-4030-016638","16638","","89.4568"
"43993","2021-07-17","2021-07-24","True","10-4030-016929","16929","","89.4568"
"43994","2021-07-18","2021-07-25","True","10-4030-027681","27681","","89.4568"
"43995","2021-07-18","2021-07-25","True","10-4030-021813","21813","","89.4568"
"43996","2021-07-18","2021-07-25","True","10-4030-027920","27920","","89.4568"
"43997","2021-07-18","2021-07-25","True","10-4030-028022","28022","","89.4568"
"43998","2021-07-18","2021-07-25","True","10-4030-011033","11033","","84.3748"
"43999","2021-07-18","2021-07-25","True","10-4030-028047","28047","","89.4568"
"44000","2021-07-19","2021-07-26","True","10-4030-027918","27918","","89.4568"
"44001","2021-07-19","2021-07-26","True","10-4030-028044","28044","","89.4568"
"44002","2021-07-19","2021-07-26","True","10-4030-014572","14572","","17.4775"
"44003","2021-07-19","2021-07-26","True","10-4030-019325","19325","","17.4775"
"44004","2021-07-19","2021-07-26","True","10-4030-028061","28061","","89.4568"
"44005","2021-07-19","2021-07-26","True","10-4030-026629","26629","","17.4775"
"44006","2021-07-19","2021-07-26","True","10-4030-016744","16744","","89.4568"
"44007","2021-07-19","2021-07-26","True","10-4030-025555","25555","","17.4775"
"44008","2021-07-20","2021-07-27","True","10-4030-027678","27678","","89.4568"
"44009","2021-07-20","2021-07-27","True","10-4030-027759","27759","","89.4568"
"44010","2021-07-20","2021-07-27","True","10-4030-013680","13680","","89.4568"
"44011","2021-07-20","2021-07-27","True","10-4030-013514","13514","","89.4568"
"44012","2021-07-20","2021-07-27","True","10-4030-011052","11052","","84.3748"
"44013","2021-07-20","2021-07-27","True","10-4030-016928","16928","","89.4568"
"44014","2021-07-21","2021-07-28","True","10-4030-027917","27917","","89.4568"
"44015","2021-07-21","2021-07-28","True","10-4030-013693","13693","","89.4568"
"44016","2021-07-21","2021-07-28","True","10-4030-011247","11247","","84.3748"
"44017","2021-07-21","2021-07-28","True","10-4030-028078","28078","","89.4568"
"44018","2021-07-21","2021-07-28","True","10-4030-025876","25876","","84.3748"
"44019","2021-07-21","2021-07-28","True","10-4030-016701","16701","","89.4568"
"44020","2021-07-21","2021-07-28","True","10-4030-016931","16931","","89.4568"
